exp,map,dataset,n_agents,share_fraction,n_access,steps,seed,tasks_completed,fails,collisions,coll_obstacle,coll_robot,rrt_calls,wall_s
S3_scalability_map1,map1,original,4,0.6,2,2000,13,204,20,184,0,184,16,35.02
S3_scalability_map1,map1,original,6,0.6,4,2000,12,297,55,601,0,601,41,86.45
S3_scalability_map1,map1,original,10,0.6,6,2000,11,447,107,1602,0,1602,88,136.17
S3_scalability_map1,map1,original,8,0.0,0,2000,12,389,66,1089,0,1089,47,102.55
S3_scalability_map1,map1,original,10,0.0,0,2000,11,472,114,1580,0,1580,52,141.7
S3_scalability_map1,map1,original,2,0.6,1,2000,14,104,9,35,0,35,7,15.57
S3_scalability_map1,map1,original,2,0.0,0,2000,14,110,7,31,0,31,4,15.88
S3_scalability_map1,map1,original,8,0.6,5,2000,12,380,77,964,0,964,66,107.63
S3_scalability_map1,map1,original,6,0.0,0,2000,13,301,33,501,0,501,31,63.48
S3_scalability_map1,map1,original,6,0.6,4,2000,13,310,49,454,0,454,40,62.88
S3_scalability_map1,map1,original,10,0.0,0,2000,12,468,106,1663,0,1663,36,125.82
S3_scalability_map1,map1,original,4,0.6,2,2000,14,205,22,220,0,220,22,38.42
S3_scalability_map1,map1,original,4,0.0,0,2000,14,207,24,290,0,290,17,39.07
S3_scalability_map1,map1,original,8,0.6,5,2000,13,363,87,895,0,895,73,93.15
S3_scalability_map1,map1,original,8,0.0,0,2000,13,380,75,1067,0,1067,46,102.29
S3_scalability_map1,map1,original,10,0.6,6,2000,12,449,152,1453,0,1453,78,143.97
S3_scalability_map1,map1,original,6,0.0,0,2000,14,307,48,581,0,581,25,57.58
S3_scalability_map1,map1,original,6,0.6,4,2000,14,283,55,492,0,492,40,58.2
S3_scalability_map1,map1,original,10,0.0,0,2000,13,475,109,1607,0,1607,43,111.84
S3_scalability_map1,map1,original,8,0.0,0,2000,14,370,75,1019,0,1019,32,73.44
S3_scalability_map1,map1,original,8,0.6,5,2000,14,379,97,885,0,885,67,80.58
S3_scalability_map1,map1,original,10,0.6,6,2000,13,470,123,1537,0,1537,96,124.33
S3_scalability_map1,map1,original,10,0.0,0,2000,14,470,92,1645,0,1645,58,88.17
S3_scalability_map1,map1,original,10,0.6,6,2000,14,450,128,1507,0,1507,102,89.92
