exp,map,dataset,n_agents,share_fraction,n_access,steps,seed,tasks_completed,fails,collisions,coll_obstacle,coll_robot,rrt_calls,wall_s
S4_throughput_map1,map1,original,5,0.6,3,1500,20,189,27,239,0,239,23,90.91
S4_throughput_map1,map1,original,5,0.0,0,1000,21,127,14,192,0,192,9,53.88
S4_throughput_map1,map1,original,5,0.6,3,1000,21,126,20,153,0,153,13,55.27
S4_throughput_map1,map1,original,5,1.0,5,1000,21,116,22,261,0,261,20,56.96
S4_throughput_map1,map1,original,5,0.0,0,300,22,37,2,20,0,20,2,13.13
S4_throughput_map1,map1,original,5,1.0,5,1500,20,178,29,283,0,283,41,116.33
S4_throughput_map1,map1,original,5,0.0,0,2000,20,238,28,405,0,405,18,102.74
S4_throughput_map1,map1,original,5,0.6,3,2000,20,255,41,316,0,316,29,116.81
S4_throughput_map1,map1,original,5,1.0,5,300,22,35,1,31,0,31,6,15.17
S4_throughput_map1,map1,original,5,0.6,3,300,22,36,1,43,0,43,5,16.32
S4_throughput_map1,map1,original,5,1.0,5,600,22,73,6,87,0,87,10,23.6
S4_throughput_map1,map1,original,5,0.0,0,1500,21,185,20,284,0,284,13,77.77
S4_throughput_map1,map1,original,5,0.6,3,600,22,77,1,79,0,79,11,27.18
S4_throughput_map1,map1,original,5,0.6,3,1500,21,186,27,247,0,247,19,73.66
S4_throughput_map1,map1,original,5,0.0,0,600,22,77,6,46,0,46,6,29.52
S4_throughput_map1,map1,original,5,1.0,5,1500,21,183,29,334,0,334,37,83.77
S4_throughput_map1,map1,original,5,0.0,0,1000,22,127,14,110,0,110,11,47.35
S4_throughput_map1,map1,original,5,0.0,0,2000,21,249,25,337,0,337,17,101.05
S4_throughput_map1,map1,original,5,0.6,3,2000,21,255,34,290,0,290,20,99.87
S4_throughput_map1,map1,original,5,1.0,5,2000,21,243,40,455,0,455,45,97.24
S4_throughput_map1,map1,original,5,1.0,5,1000,22,123,11,178,0,178,18,47.48
S4_throughput_map1,map1,original,5,0.0,0,300,23,39,2,44,0,44,1,15.38
S4_throughput_map1,map1,original,5,1.0,5,2000,20,238,42,373,0,373,50,185.38
S4_throughput_map1,map1,original,5,0.6,3,300,23,42,6,50,0,50,4,9.12
S4_throughput_map1,map1,original,5,0.6,3,1000,22,129,9,106,0,106,13,66.18
S4_throughput_map1,map1,original,5,1.0,5,300,23,34,8,81,0,81,5,17.07
S4_throughput_map1,map1,original,5,0.0,0,1500,22,188,22,220,0,220,14,73.45
S4_throughput_map1,map1,original,5,0.0,0,600,23,80,7,110,0,110,4,31.76
S4_throughput_map1,map1,original,5,0.6,3,600,23,81,13,91,0,91,7,36.78
S4_throughput_map1,map1,original,5,1.0,5,600,23,75,13,108,0,108,8,34.38
S4_throughput_map1,map1,original,5,0.6,3,1500,22,190,23,218,0,218,20,98.47
S4_throughput_map1,map1,original,5,1.0,5,1500,22,185,27,274,0,274,26,98.88
S4_throughput_map1,map1,original,5,0.0,0,1000,23,132,16,200,0,200,9,57.15
S4_throughput_map1,map1,original,5,1.0,5,1000,23,126,20,210,0,210,17,57.51
S4_throughput_map1,map1,original,5,0.0,0,2000,22,250,31,310,0,310,23,106.4
S4_throughput_map1,map1,original,5,1.0,5,300,24,36,3,35,0,35,4,8.01
S4_throughput_map1,map1,original,5,1.0,5,2000,22,240,40,361,0,361,36,119.83
S4_throughput_map1,map1,original,5,0.0,0,300,24,35,5,80,0,80,3,16.7
S4_throughput_map1,map1,original,5,0.6,3,2000,22,247,38,312,0,312,31,124.3
S4_throughput_map1,map1,original,5,0.0,0,1500,23,199,22,285,0,285,15,74.48
S4_throughput_map1,map1,original,5,0.6,3,1000,23,125,21,156,0,156,14,85.92
S4_throughput_map1,map1,original,5,0.6,3,300,24,36,4,85,0,85,6,34.16
S4_throughput_map1,map1,original,5,0.0,0,600,24,73,10,138,0,138,5,35.15
S4_throughput_map1,map1,original,5,1.0,5,600,24,72,10,102,0,102,8,30.72
S4_throughput_map1,map1,original,5,1.0,5,1500,23,192,29,280,0,280,28,100.54
S4_throughput_map1,map1,original,5,0.6,3,600,24,73,7,118,0,118,12,49.37
S4_throughput_map1,map1,original,5,0.6,3,1500,23,187,32,220,0,220,22,112.92
S4_throughput_map1,map1,original,5,0.0,0,2000,23,266,27,364,0,364,20,104.47
S4_throughput_map1,map1,original,5,0.0,0,1000,24,130,14,185,0,185,11,50.63
S4_throughput_map1,map1,original,5,0.6,3,1000,24,123,14,184,0,184,16,55.48
S4_throughput_map1,map1,original,5,0.0,0,300,25,34,2,60,0,60,5,14.3
S4_throughput_map1,map1,original,5,1.0,5,1000,24,117,21,199,0,199,16,64.94
S4_throughput_map1,map1,original,5,0.6,3,300,25,36,6,59,0,59,7,17.64
S4_throughput_map1,map1,original,5,1.0,5,300,25,36,4,54,0,54,6,19.4
S4_throughput_map1,map1,original,5,1.0,5,2000,23,255,39,331,0,331,49,125.38
S4_throughput_map1,map1,original,5,0.0,0,1500,24,185,17,269,0,269,14,77.74
S4_throughput_map1,map1,original,5,0.0,0,600,25,75,16,158,0,158,8,30.76
S4_throughput_map1,map1,original,5,0.6,3,600,25,71,6,78,0,78,7,23.64
S4_throughput_map1,map1,original,5,0.6,3,2000,23,252,39,302,0,302,25,145.77
S4_throughput_map1,map1,original,5,0.6,3,1500,24,192,24,260,0,260,19,95.45
S4_throughput_map1,map1,original,5,1.0,5,1500,24,180,37,325,0,325,29,83.3
S4_throughput_map1,map1,original,5,1.0,5,600,25,72,7,96,0,96,7,29.74
S4_throughput_map1,map1,original,5,0.0,0,2000,24,246,27,390,0,390,16,91.3
S4_throughput_map1,map1,original,5,0.0,0,300,26,36,6,57,0,57,3,12.65
S4_throughput_map1,map1,original,5,0.6,3,300,26,31,4,86,0,86,2,13.55
S4_throughput_map1,map1,original,5,0.0,0,1000,25,126,23,227,0,227,10,51.68
S4_throughput_map1,map1,original,5,0.6,3,1000,25,122,22,154,0,154,16,52.34
S4_throughput_map1,map1,original,5,1.0,5,1000,25,122,17,144,0,144,11,47.66
S4_throughput_map1,map1,original,5,1.0,5,300,26,35,3,53,0,53,4,10.74
S4_throughput_map1,map1,original,5,0.6,3,2000,24,255,30,313,0,313,23,109.54
S4_throughput_map1,map1,original,5,0.6,3,1500,25,180,33,245,0,245,24,59.2
S4_throughput_map1,map1,original,5,1.0,5,2000,24,243,51,360,0,360,37,114.31
S4_throughput_map1,map1,original,5,0.0,0,1500,25,194,33,353,0,353,15,65.34
S4_throughput_map1,map1,original,5,0.0,0,600,26,76,7,95,0,95,5,21.83
S4_throughput_map1,map1,original,5,1.0,5,1500,25,183,22,219,0,219,25,61.19
S4_throughput_map1,map1,original,5,0.6,3,600,26,67,8,147,0,147,4,23.77
S4_throughput_map1,map1,original,5,1.0,5,600,26,68,10,139,0,139,10,21.29
S4_throughput_map1,map1,original,5,0.6,3,2000,25,241,37,293,0,293,37,73.55
S4_throughput_map1,map1,original,5,0.0,0,2000,25,246,47,513,0,513,21,79.37
S4_throughput_map1,map1,original,5,0.0,0,1000,26,129,15,153,0,153,6,34.74
S4_throughput_map1,map1,original,5,0.6,3,300,27,40,4,21,0,21,4,7.56
S4_throughput_map1,map1,original,5,0.6,3,1000,26,116,14,202,0,202,11,30.75
S4_throughput_map1,map1,original,5,1.0,5,2000,25,237,31,272,0,272,33,73.61
S4_throughput_map1,map1,original,5,0.0,0,300,27,41,5,55,0,55,5,11.19
S4_throughput_map1,map1,original,5,1.0,5,1000,26,117,15,198,0,198,19,33.6
S4_throughput_map1,map1,original,5,1.0,5,300,27,35,7,41,0,41,4,7.79
S4_throughput_map1,map1,original,5,0.0,0,600,27,80,9,97,0,97,5,18.02
S4_throughput_map1,map1,original,5,1.0,5,600,27,74,10,74,0,74,5,17.82
S4_throughput_map1,map1,original,5,0.6,3,1500,26,176,23,334,0,334,22,46.95
S4_throughput_map1,map1,original,5,0.0,0,1500,26,190,25,252,0,252,8,57.49
S4_throughput_map1,map1,original,5,0.6,3,600,27,77,9,64,0,64,8,26.34
S4_throughput_map1,map1,original,5,0.0,0,1000,27,132,14,193,0,193,9,26.79
S4_throughput_map1,map1,original,5,1.0,5,1500,26,190,25,258,0,258,28,54.18
S4_throughput_map1,map1,original,5,0.6,3,2000,26,242,31,393,0,393,30,59.04
S4_throughput_map1,map1,original,5,0.6,3,1000,27,123,11,110,0,110,19,36.91
S4_throughput_map1,map1,original,5,0.6,3,300,28,35,5,68,0,68,1,8.84
S4_throughput_map1,map1,original,5,0.0,0,300,28,34,6,71,0,71,1,11.67
S4_throughput_map1,map1,original,5,1.0,5,1000,27,123,21,121,0,121,14,41.37
S4_throughput_map1,map1,original,5,1.0,5,2000,26,250,39,369,0,369,38,66.85
S4_throughput_map1,map1,original,5,1.0,5,300,28,38,6,74,0,74,3,11.14
S4_throughput_map1,map1,original,5,0.0,0,1500,27,194,17,252,0,252,13,43.54
S4_throughput_map1,map1,original,5,0.0,0,2000,26,257,37,344,0,344,12,77.45
S4_throughput_map1,map1,original,5,0.6,3,1500,27,189,20,162,0,162,27,47.33
S4_throughput_map1,map1,original,5,0.6,3,600,28,76,10,128,0,128,6,18.09
S4_throughput_map1,map1,original,5,1.0,5,600,28,77,13,133,0,133,8,17.83
S4_throughput_map1,map1,original,5,1.0,5,1500,27,193,26,173,0,173,21,47.43
S4_throughput_map1,map1,original,5,0.0,0,600,28,81,16,149,0,149,3,22.72
S4_throughput_map1,map1,original,5,0.0,0,2000,27,264,27,369,0,369,17,55.57
S4_throughput_map1,map1,original,5,0.0,0,1000,28,128,27,241,0,241,5,34.78
S4_throughput_map1,map1,original,5,0.6,3,1000,28,124,14,155,0,155,11,33.39
S4_throughput_map1,map1,original,5,0.6,3,300,29,38,5,82,0,82,1,9.75
S4_throughput_map1,map1,original,5,1.0,5,1000,28,122,20,209,0,209,18,36.93
S4_throughput_map1,map1,original,5,1.0,5,300,29,35,4,53,0,53,2,7.24
S4_throughput_map1,map1,original,5,0.0,0,300,29,37,5,72,0,72,3,19.24
S4_throughput_map1,map1,original,5,1.0,5,2000,27,252,38,254,0,254,31,69.79
S4_throughput_map1,map1,original,5,0.6,3,2000,27,259,25,261,0,261,40,76.15
S4_throughput_map1,map1,original,5,0.0,0,1500,28,190,34,335,0,335,7,45.1
S4_throughput_map1,map1,original,5,0.6,3,1500,28,186,25,239,0,239,24,53.05
S4_throughput_map1,map1,original,5,1.0,5,1500,28,183,33,327,0,327,31,55.55
S4_throughput_map1,map1,original,5,0.6,3,600,29,79,11,125,0,125,4,17.99
S4_throughput_map1,map1,original,5,1.0,5,600,29,69,8,106,0,106,5,15.08
S4_throughput_map1,map1,original,5,0.0,0,600,29,74,9,102,0,102,6,24.39
S4_throughput_map1,map1,original,5,0.0,0,2000,28,248,42,448,0,448,13,66.08
S4_throughput_map1,map1,original,5,0.6,3,1000,29,130,19,161,0,161,9,27.55
S4_throughput_map1,map1,original,5,1.0,5,1000,29,112,17,151,0,151,13,25.98
S4_throughput_map1,map1,original,5,0.0,0,1000,29,129,16,155,0,155,9,33.96
S4_throughput_map1,map1,original,5,0.6,3,2000,28,254,33,344,0,344,27,63.29
S4_throughput_map1,map1,original,5,1.0,5,2000,28,242,45,403,0,403,44,60.68
S4_throughput_map1,map1,original,5,0.6,3,1500,29,191,26,253,0,253,21,36.25
S4_throughput_map1,map1,original,5,1.0,5,1500,29,163,25,257,0,257,28,35.76
S4_throughput_map1,map1,original,5,0.0,0,1500,29,191,24,249,0,249,15,40.73
S4_throughput_map1,map1,original,5,1.0,5,2000,29,219,39,304,0,304,35,35.6
S4_throughput_map1,map1,original,5,0.6,3,2000,29,249,34,317,0,317,34,37.13
S4_throughput_map1,map1,original,5,0.0,0,2000,29,258,35,323,0,323,21,45.94
