exp,method,map,dataset,n_agents,share_fraction,n_access,steps,seed,tasks_completed,fails,collisions,coll_obstacle,coll_robot,rrt_calls,wall_s
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,20,705,0,58,0,58,770,5.22
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,20,284,14,529,0,529,11,135.22
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,20,441,104,842,0,842,971,76.94
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,20,367,102,936,0,936,106,109.99
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,20,561,731,1042,0,1042,1813,51.11
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,20,420,75,1012,0,1012,28,142.58
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,20,66,237,2122,1953,169,63,305.51
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,20,367,69,959,0,959,44,180.87
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,20,266,52,710,0,710,34,186.41
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,20,367,27,966,0,966,16,184.07
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,19,123,485,4612,3885,727,150,691.6
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,20,872,5,121,0,121,1007,13.28
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,20,367,61,1535,748,787,45,262.99
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,19,405,171,2273,0,2273,113,613.14
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,20,673,988,1747,0,1747,2481,70.65
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,20,502,127,1464,0,1464,1340,108.36
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,21,97,14,54,0,54,22,14.59
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,20,440,135,1499,0,1499,147,208.66
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,21,122,13,30,0,30,7,29.61
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,21,94,9,29,0,29,5,27.24
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,21,175,0,2,0,2,179,1.4
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,21,121,3,28,0,28,133,10.34
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,21,146,122,50,0,50,289,9.1
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,20,428,124,1640,0,1640,55,224.05
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,21,93,6,207,179,28,13,50.78
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,21,95,1,38,0,38,4,27.09
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,20,486,111,1480,0,1480,40,230.24
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,20,456,47,1363,0,1363,20,231.79
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,21,87,16,56,0,56,14,46.73
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,20,419,98,2402,1024,1378,50,254.94
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,21,349,1,12,0,12,366,4.3
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,21,202,33,166,0,166,34,48.48
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,21,187,28,279,0,279,24,61.25
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,21,208,25,202,0,202,10,55.84
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,21,288,294,248,0,248,711,17.57
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,21,220,20,146,0,146,324,25.76
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,20,82,367,3389,2964,425,106,497.64
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,20,325,111,1358,0,1358,68,368.78
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,21,30,122,1017,998,19,32,111.66
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,21,173,26,599,366,233,23,67.7
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,21,517,1,34,0,34,558,5.53
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,21,188,3,253,0,253,7,63.8
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,21,302,61,542,0,542,67,61.99
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,21,426,423,555,0,555,1133,31.63
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,21,336,52,472,0,472,651,44.26
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,21,272,48,567,0,567,20,98.35
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,21,311,46,462,0,462,23,96.04
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,19,153,613,5757,4580,1177,199,967.82
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,21,174,39,288,0,288,29,112.91
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,21,291,14,444,0,444,6,108.62
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,21,681,2,79,0,79,770,7.98
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,21,268,39,1069,637,432,22,138.9
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,21,363,109,925,0,925,122,95.39
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,21,563,785,1076,0,1076,1861,39.95
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,21,416,95,863,0,863,946,57.38
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,20,123,488,4491,3743,748,138,622.58
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,21,362,87,1158,0,1158,38,145.28
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,21,443,64,821,0,821,21,142.29
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,21,70,230,2081,1947,134,62,273.01
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,20,415,141,2104,0,2104,92,476.66
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,21,866,3,106,0,106,984,11.08
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,21,364,32,956,0,956,24,164.59
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,21,250,82,663,0,663,48,212.57
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,21,331,85,1936,852,1084,43,210.79
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,21,704,924,1476,0,1476,2325,60.64
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,21,429,147,1515,0,1515,147,152.56
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,22,98,14,33,0,33,21,13.36
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,21,511,154,1305,0,1305,1292,95.81
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,22,107,10,31,0,31,3,20.91
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,22,115,9,47,0,47,4,26.71
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,22,173,0,4,0,4,179,1.25
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,22,114,4,18,0,18,126,10.11
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,21,423,127,1456,0,1456,68,190.99
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,22,97,13,237,210,27,7,45.37
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,22,93,1,51,0,51,5,31.01
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,22,152,133,52,0,52,311,11.1
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,21,95,336,3264,2858,406,88,381.09
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,21,505,122,1371,0,1371,28,194.3
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,21,410,42,1636,0,1636,24,220.55
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,21,432,107,2423,1027,1396,57,227.75
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,22,338,1,11,0,11,354,3.94
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,22,190,37,155,0,155,38,49.63
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,22,95,12,68,0,68,5,46.37
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,22,194,31,222,0,222,15,61.8
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,22,280,231,225,0,225,617,20.02
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,22,237,22,185,0,185,353,24.03
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,22,233,34,236,0,236,7,64.81
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,22,180,29,628,401,227,17,82.07
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,22,188,7,194,0,194,6,62.49
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,22,27,119,1047,1047,0,31,130.81
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,22,521,5,36,0,36,568,10.14
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,22,289,58,527,0,527,69,61.39
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,21,337,107,1291,0,1291,84,409.3
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,22,431,474,583,0,583,1207,29.08
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,22,338,63,377,0,377,604,42.74
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,22,272,48,501,0,501,20,100.48
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,20,160,624,5860,4624,1236,184,854.59
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,22,333,60,445,0,445,12,107.91
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,22,174,34,303,0,303,30,131.2
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,22,274,54,1138,626,512,25,144.21
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,22,291,13,489,0,489,14,121.01
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,22,694,11,80,0,80,793,15.07
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,22,363,99,931,0,931,108,86.18
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,21,121,496,4608,3826,782,130,563.03
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,22,534,755,984,0,984,1763,41.78
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,22,412,95,862,0,862,924,73.56
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,22,61,233,2079,1948,131,76,280.14
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,22,354,82,962,0,962,31,148.95
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,22,418,92,1097,0,1097,22,147.18
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,22,369,62,1610,811,799,39,202.21
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,22,377,28,1009,0,1009,23,203.05
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,22,248,70,670,0,670,51,248.46
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,22,869,12,108,0,108,999,25.75
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,22,397,144,1689,0,1689,161,178.75
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,22,665,1037,1682,0,1682,2507,69.67
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,21,424,158,2035,0,2035,109,648.89
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,23,96,12,19,0,19,18,28.33
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,22,529,160,1345,0,1345,1364,122.57
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,22,412,151,1792,0,1792,59,249.01
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,23,94,17,55,0,55,11,34.51
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,23,168,0,2,0,2,172,1.09
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,23,123,16,41,0,41,163,16.79
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,23,104,7,242,206,36,9,42.76
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,23,117,3,24,0,24,6,46.84
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,22,529,91,1442,0,1442,29,267.96
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,23,144,122,48,0,48,289,9.58
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,23,99,3,40,0,40,4,31.82
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,22,448,40,1374,0,1374,23,282.9
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,22,87,358,3371,2883,488,96,496.49
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,23,193,43,208,0,208,32,30.88
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,23,345,0,16,0,16,365,2.08
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,23,233,19,130,0,130,319,23.22
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,23,94,14,32,0,32,8,54.23
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,23,294,268,199,0,199,670,20.56
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,23,180,23,172,0,172,13,80.83
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,23,227,26,136,0,136,11,69.95
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,23,37,110,853,835,18,31,109.08
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,22,318,93,1570,0,1570,72,438.27
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,23,184,9,208,0,208,10,70.33
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,22,430,105,2363,797,1566,51,386.32
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,21,153,622,5923,4693,1230,174,899.57
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,23,506,0,35,0,35,547,3.51
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,23,189,22,546,413,133,16,95.09
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,23,407,457,570,0,570,1158,38.37
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,23,336,50,389,0,389,592,50.98
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,23,273,72,505,0,505,64,91.31
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,23,272,51,434,0,434,24,100.01
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,23,181,30,300,0,300,33,112.15
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,23,315,52,477,0,477,19,103.85
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,23,288,23,431,0,431,8,117.23
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,23,678,2,70,0,70,758,6.99
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,23,278,43,1057,587,470,25,135.12
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,23,353,95,1027,0,1027,102,111.65
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,23,58,212,2077,1869,208,69,221.72
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,23,537,694,1058,0,1058,1767,41.15
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,23,436,101,836,0,836,940,63.68
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,23,423,51,753,0,753,34,117.37
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,22,135,469,4381,3720,661,147,686.83
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,23,354,74,966,0,966,38,141.18
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,23,367,64,1607,655,952,39,136.29
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,23,855,4,133,0,133,1002,7.17
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,23,361,27,817,0,817,16,130.62
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,23,259,59,677,0,677,44,208.68
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,23,413,160,1647,0,1647,162,116.88
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,23,681,1060,1609,0,1609,2547,63.17
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,24,97,14,31,0,31,18,17.06
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,23,524,136,1320,0,1320,1331,108.08
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,23,98,362,3294,2854,440,101,364.39
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,24,89,12,35,0,35,3,26.61
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,24,125,11,27,0,27,1,31.85
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,24,168,0,0,0,0,170,1.32
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,24,114,16,39,0,39,156,16.24
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,24,150,112,42,0,42,287,9.92
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,24,97,10,203,171,32,6,39.12
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,22,424,142,1976,0,1976,114,666.02
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,23,544,114,1300,0,1300,40,221.14
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,24,97,3,35,0,35,2,37.72
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,23,435,134,1619,0,1619,58,262.99
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,24,186,40,215,0,215,43,39.43
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,24,82,19,54,0,54,11,37.4
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,24,333,2,16,0,16,355,5.78
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,23,438,47,1493,0,1493,23,282.97
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,23,438,91,2411,1075,1336,61,301.88
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,24,219,40,230,0,230,367,38.28
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,24,224,27,155,0,155,13,69.75
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,24,299,278,280,0,280,731,25.45
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,24,189,25,253,0,253,15,82.36
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,23,356,90,1341,0,1341,71,389.95
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,24,42,109,941,895,46,27,146.15
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,22,157,636,5868,4696,1172,192,889.48
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,24,193,10,166,0,166,6,78.23
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,24,508,2,34,0,34,549,9.26
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,24,191,32,611,442,169,16,142.77
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,24,437,492,640,0,640,1201,38.14
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,24,345,60,406,0,406,609,47.98
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,24,331,49,426,0,426,23,107.47
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,24,285,48,475,0,475,28,118.69
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,24,291,48,495,0,495,73,138.39
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,24,177,51,257,0,257,41,155.95
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,24,277,37,1099,568,531,26,130.58
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,24,279,13,486,0,486,16,123.35
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,24,679,3,68,0,68,757,12.76
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,24,366,94,895,0,895,107,124.2
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,24,570,733,1048,0,1048,1843,54.53
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,24,426,89,790,0,790,914,74.47
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,24,358,100,965,0,965,32,164.84
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,24,424,59,832,0,832,33,170.53
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,24,60,247,2191,2034,157,60,354.64
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,23,119,495,4578,3837,741,149,718.51
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,24,353,68,1583,671,912,33,233.42
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,24,258,73,761,0,761,51,284.45
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,23,413,138,2094,0,2094,100,613.15
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,24,365,27,958,0,958,20,217.22
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,24,854,5,122,0,122,991,17.53
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,24,413,136,1552,0,1552,171,175.0
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,24,712,1062,1570,0,1570,2560,70.2
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,25,103,13,80,0,80,15,14.29
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,24,531,162,1240,0,1240,1325,107.92
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,25,96,8,29,0,29,5,23.83
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,25,120,9,39,0,39,3,26.23
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,25,167,0,5,0,5,174,1.34
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,25,117,4,32,0,32,132,9.14
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,25,146,98,33,0,33,259,8.77
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,25,94,15,271,250,21,3,43.32
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,25,89,3,72,0,72,1,35.05
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,24,427,119,1638,0,1638,56,256.47
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,24,503,119,1488,0,1488,43,274.55
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,24,104,362,3226,2817,409,89,522.99
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,25,198,37,249,0,249,34,38.08
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,25,93,13,33,0,33,8,30.64
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,25,340,0,18,0,18,362,2.9
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,24,424,47,1489,0,1489,24,246.82
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,25,293,280,185,0,185,678,26.58
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,25,223,26,154,0,154,341,31.02
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,25,186,31,224,0,224,18,74.24
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,24,344,103,1191,0,1191,79,413.19
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,25,233,30,157,0,157,8,71.61
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,24,462,80,2204,1003,1201,57,355.4
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,25,194,4,146,0,146,3,80.5
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,25,189,24,614,407,207,18,89.78
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,25,505,0,31,0,31,542,4.4
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,25,255,69,542,0,542,62,60.13
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,25,39,121,1034,1020,14,25,198.86
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,25,424,508,531,0,531,1197,34.52
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,25,335,68,479,0,479,634,54.07
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,25,180,34,263,0,263,26,127.54
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,25,336,42,447,0,447,15,113.8
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,25,251,61,636,0,636,33,127.24
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,25,279,14,440,0,440,17,124.8
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,23,169,662,6034,4927,1107,162,1146.9
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,25,264,42,1010,614,396,27,140.65
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,25,677,4,69,0,69,758,10.52
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,25,359,93,1026,0,1026,96,116.91
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,25,529,650,1141,0,1141,1706,51.96
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,24,121,480,4558,3881,677,136,698.52
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,25,413,78,822,0,822,883,75.35
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,25,71,232,1995,1834,161,58,296.37
