x,y
24.46476845,22.34922706
25.31326227,22.25081509
26.16546064,21.90461417
27.08455623,21.89486502
27.86548494,22.25766701
28.56314652,22.81184755
29.20354448,23.40771341
29.81085688,24.13743446
30.32552849,24.9168048
30.92320696,25.56832984
31.49685243,26.29709732
32.34171139,26.6143237
33.01434426,27.06945035
33.63062445,27.62786836
34.16026785,28.42821174
34.76084799,29.03635974
35.30971686,29.74550541
35.58167125,30.58794718
35.9720183,29.9575234
36.46098443,30.79241503
36.9704768,31.592595
37.37895277,32.43407381
37.82137535,33.2103453
38.21109187,33.95790494
38.64426026,34.681404
39.23435347,35.34958562
39.32460661,36.30023185
39.67551476,37.08809218
39.78750297,37.98692433
1.0,1.0
34.0,20.0
34.0,20.0
33.23298391,20.41203021
32.68848037,21.08013773
32.06377043,21.66596438
31.35314754,22.14841878
30.50944742,22.46469019
29.9284681,23.13969157
29.04192628,23.18730573
28.19895474,23.06360136
27.49081845,22.44281118
26.72525258,21.88827919
25.90985227,21.56537366
25.02749204,21.51028951
24.08479131,21.63236508
23.22183691,22.00478747
22.38152244,22.31377683
21.63097733,22.76330899
20.79666766,23.03171157
19.88088854,23.01485254
18.97907118,23.03545958
18.18403946,22.70364154
17.33890333,22.47917259
16.44089792,22.50145626
15.56734575,22.22273955
14.78677748,22.17383923
13.90462107,22.08535459
13.05262546,22.13089356
12.2060488,22.17023872
11.62738511,21.40274055
10.96719429,20.78259954
10.63442724,19.88023898
10.17632118,19.17947799
9.576338464,18.47707391
8.680913284,18.71664558
7.840219848,19.12774502
7.087735501,19.65686646
6.325507996,20.11613658
5.552332888,20.47525453
5.540645071,21.36586289
5.779183536,22.28914371
5.804393745,23.11843589
6.272973804,23.8733883
4.713503984,24.19810054
4.619362355,25.12764131
1.0,1.0
13.0,43.0
13.04280123,43.09545968
13.44058231,42.27833586
13.71910843,41.36872078
13.93572541,40.58298317
14.52551034,39.87727166
15.02128967,39.39636633
14.74580418,39.70630797
15.47229549,39.33719489
16.00642382,38.71729613
16.64219164,38.09341999
16.61554524,37.1848589
16.33801779,36.25727143
16.20636062,35.30992872
15.98186907,34.3619477
15.82440251,33.45956999
15.89144583,32.56619055
16.09540273,31.68623329
16.22612453,30.87574081
16.27359906,30.0249164
15.0120345,29.79863096
15.04682226,28.82846056
15.15149363,27.89113936
15.0108367,26.94670647
15.08334645,26.02361786
15.12051369,25.1417311
14.84562291,24.24303018
14.30423249,23.4871718
14.00229418,22.74840448
13.59616154,22.01055495
13.15839538,21.17782377
12.49912795,20.49344401
1.0,1.0
39.0,40.0
39.0,39.0
40.0,39.0
40.0,38.0
40.0,37.0
40.0,36.0
40.0,35.0
41.0,35.0
40.20314259,34.60358402
39.60359387,33.92347956
39.02661049,33.25507943
38.67442117,32.41601657
38.11891491,31.70839784
37.56594738,30.96702046
37.24577885,30.16403411
36.84030519,29.35038295
36.054238,28.83264193
35.3490648,28.205953
34.43552745,27.97295535
33.71134975,27.33352612
33.02294187,26.85351778
32.13748326,26.6381313
31.23914352,26.37264192
31.0,25.0
30.15354689,24.87126893
29.34508128,24.36388483
28.56857158,23.90776308
28.00006833,23.26052662
27.21771849,22.85264039
26.28340644,22.79043892
25.62788637,22.25964608
25.17266959,21.47305633
24.51422946,20.9406146
23.66783669,20.87195805
22.97470994,20.34839479
22.10954885,20.36138976
21.31261172,20.87315582
20.47851789,21.27683732
19.63844409,21.36743205
18.78814931,21.54359454
18.13508266,22.17410887
17.3884561,22.69303033
16.76264271,23.33984839
16.43797571,24.20399284
1.0,1.0
11.0,32.0
10.97864058,32.17373804
11.86017287,32.43749325
12.70273157,32.73844773
13.56799158,32.95684581
14.47281302,32.89350313
15.22137061,33.25083124
16.0698147,33.63018059
16.55254972,34.22549639
16.40989876,35.21523133
16.26962215,36.18090949
1.0,1.0
15.0,35.0
16.0,34.0
16.21836082,33.05530279
16.13323234,32.12002682
15.93634222,31.24155429
15.89169261,30.32375868
15.61321067,29.41021732
15.76146403,28.51032063
15.96197944,27.59163053
16.09629667,26.65426721
16.18242162,25.76302632
16.31274273,24.87213325
16.10434324,24.0262439
16.07087919,23.14076105
16.31274524,22.36784644
17.33698109,21.41693998
18.03782595,21.81164873
18.82003801,22.41601468
19.53479519,23.05902573
20.29935682,23.64622645
21.08794937,24.17761215
22.0,24.0
22.0,23.0
22.0,22.0
22.0,21.0
23.0,21.0
23.14692982,21.32367863
23.88613129,21.77424058
24.6948767,22.11516763
25.43317676,22.50995701
26.27693124,22.47760554
27.09542825,22.57814995
27.61858156,23.07476294
28.11644478,23.86748764
28.63803027,24.65557693
29.28711094,25.31101784
29.78278337,26.00969923
30.55766564,26.31874149
31.30325847,26.82021588
31.91130444,27.52753003
32.414355,28.24520619
32.85620526,29.04534603
33.15420479,29.90681557
33.73815614,30.55430922
34.26854399,31.33526071
34.53295871,31.87591195
34.9999662,31.16984774
35.55632411,30.5489528
36.43622213,30.90515992
37.2510859,31.40891127
38.02963144,31.97975559
38.5752206,32.73835972
39.27465914,33.33603879
39.98589351,33.99983115
40.57415051,34.67989585
41.19612407,35.3373154
41.68005782,36.05503079
42.21567951,36.70763401
42.47230518,37.56531693
43.07636161,38.31277514
43.39878794,39.04477014
43.97460125,39.68429851
44.52002756,40.4800158
45.18512789,41.10560547
1.0,1.0
25.0,44.0
24.0,43.0
24.12600105,42.2100969
23.49253203,41.65083439
22.60801005,41.47283723
21.93226189,40.82099026
21.38114622,40.06175724
21.20105643,39.1634442
22.0,39.0
22.69072675,38.55093015
22.92550892,37.67152269
22.83973927,36.7560658
22.957593,35.89358962
22.96519463,34.96457171
22.80992598,34.06679386
22.82208391,33.15092827
22.82354149,32.22808478
22.54263627,31.38714227
22.0,31.0
21.0,32.0
20.0,33.0
19.94356083,32.60693546
19.19951545,32.1008163
18.54986411,31.4933326
17.94928441,30.8290739
17.10111666,30.60954517
16.18680652,30.78346543
15.33050646,31.02947572
14.48092377,31.29888907
13.61674107,31.48776084
12.74751669,31.67932342
11.8120752,31.56558329
10.88076954,31.40629532
10.03039522,31.56276122
9.150208692,31.28350431
8.223281051,31.10135616
7.418421636,31.21571968
6.54902395,30.82002623
5.883618985,30.2274586
1.0,1.0
23.0,18.0
22.58460941,17.35522679
23.41642714,16.9407324
24.32376088,16.60852203
25.13956009,16.15136837
25.87072647,15.71730497
26.72603194,15.35252145
26.65500954,14.39796408
26.83874858,13.46411914
26.49235462,12.56117702
26.52833142,11.66682889
26.57460995,10.86098661
26.02389278,10.10157796
26.29070052,9.309572464
27.02126036,8.768760422
27.63602636,8.09837671
28.09660157,7.34460676
28.87520302,6.860896085
29.39923527,6.213796972
30.29003006,6.003454977
31.07950841,5.822101456
32.00382285,5.678150068
32.82529661,5.262033654
33.50918863,4.738944153
34.39724651,4.64199146
35.31937514,4.692813639
36.24162154,4.467587993
37.04614216,4.421271223
37.95345689,4.705348561
38.70408125,5.23384472
39.50938843,5.726251388
39.96431587,6.485421912
40.63086817,6.965861063
41.32131466,7.462473975
41.78350935,8.306639806
42.02165024,9.265860737
42.2248639,10.14868589
42.36737746,11.09869052
42.53511946,11.97195677
42.76508139,12.91594325
43.16266615,12.52912584
43.168884,13.40301272
1.0,1.0
41.0,40.0
41.0,39.0
40.46704664,38.42516754
40.04432534,37.68648888
39.50655151,36.91301159
39.19903419,36.13877088
39.05027606,35.27412257
39.0,35.0
38.71910895,34.17276572
38.32236014,33.36336996
37.77381945,32.65581013
37.07314433,32.19010491
36.32444601,31.66143689
35.54394894,31.40803443
34.94399815,30.6741032
34.36472622,29.91030448
33.81098971,29.24686441
33.42908875,28.45083982
32.68470518,27.9008693
31.8759452,27.58780457
31.07120488,27.27763997
30.2605456,26.76357847
29.63277508,26.02677174
29.04869571,25.30942953
28.5569715,24.57278763
27.80602198,24.04374305
27.29540971,23.41759424
26.99954786,22.59121502
26.18482481,22.20540563
25.27197987,22.07918806
24.3990267,21.86082688
23.77059953,21.41177751
23.01306674,20.94033681
22.09865596,21.0281094
21.51798175,20.26668727
22.15785058,18.64633895
21.37699247,18.11655533
20.63911035,17.61556505
19.8619468,17.35923553
19.0087665,17.36936861
18.0949863,17.40440641
17.2564665,17.67006635
16.41154215,17.58069718
15.55152433,17.16643155
14.68658561,16.85041743
13.92104672,16.42249239
12.99019052,16.62722866
13.0,17.0
12.44534996,17.73404012
11.49570429,17.83182499
10.53539198,17.80500419
9.630997194,17.66417555
8.740273714,17.58224174
7.931108324,17.41788077
7.089234928,17.43737328
6.225912055,17.64494523
1.0,1.0
14.0,4.0
15.0,5.0
14.0,6.0
14.0,7.0
14.0,8.0
13.0,8.0
13.62848518,8.60176602
13.98991479,9.367204618
14.37244791,10.147372
15.11127997,10.73906098
15.92294257,10.86821568
16.86782973,10.95665031
17.8134021,10.97344417
18.68124171,10.80726979
19.34068951,11.39131763
19.93197705,12.00627599
20.14231781,12.84024675
20.34285485,13.70837049
20.89704166,14.3878008
20.87552891,15.29537765
20.85079967,16.17637898
21.468368,16.67239463
22.00838745,17.2700857
22.68819776,17.77097483
23.38666466,18.14693767
24.33008158,17.94456118
25.26701147,17.83606551
26.18922392,17.5675187
27.09551033,17.3574063
28.01179582,17.23389609
28.86717383,16.94806576
29.67245487,16.48366246
30.60372244,16.69171587
31.37816037,16.27584515
32.33741111,16.14285702
33.19310703,16.0793035
34.09973684,16.17567464
1.0,1.0
34.0,18.0
33.0,19.0
33.0,20.0
34.0,20.0
33.2322962,20.07188426
32.67353158,20.78046564
31.87845294,21.19109486
31.03447658,21.17790184
30.23716839,21.55689108
29.422595,21.90632181
28.55997312,21.65836375
27.73307105,21.1357621
26.99134896,20.55723472
26.1567804,20.15638606
25.26034211,19.91815356
24.40561405,19.68429169
23.55601875,19.55062302
22.73808221,19.626342
21.99005476,20.2456009
21.35617771,20.99561614
20.79774193,21.79156703
20.42962124,22.56469126
19.86921364,23.30788138
19.18808484,23.88301875
18.73999939,24.69497151
17.87092763,25.04323871
17.1981815,25.63803263
16.9960372,26.59665926
16.397802,27.22552044
16.31092761,28.16137682
15.92291963,28.96898923
15.44271148,29.67002822
15.1145016,30.52954834
15.18381108,31.47915634
15.33242396,32.42371047
15.5344666,33.35481672
15.54773652,34.23363542
15.44502537,35.12468688
15.10343318,35.97668844
15.32196331,36.82070287
1.0,1.0
32.0,42.0
32.0,42.0
31.39377032,41.6309161
30.4415827,41.79578912
29.45765224,41.8942731
28.52634656,41.90385735
27.70498535,41.56337587
26.90503695,41.18284966
26.01553843,41.1551828
25.13230446,41.13264151
24.26577682,41.05414526
23.36538432,41.0723909
22.52949254,40.85353885
21.84891521,40.32880368
21.39989542,39.50576375
21.042285,38.68636051
20.6323424,39.27633836
20.35241557,38.41260243
20.35045343,37.55467846
20.3243339,36.6352921
20.41287319,35.74483942
20.32488229,34.84806543
20.16947146,33.97083666
20.17053759,33.10219596
19.65372582,32.38884689
19.19197699,31.60374318
18.80874967,33.36263472
18.06766086,33.92127946
17.26131444,33.74781294
16.61370728,33.10649839
16.37224107,32.16489272
15.89210577,31.30443766
15.44714117,30.41819725
15.02122251,29.62589604
15.0156526,28.65484708
15.02362247,27.71061466
15.03392318,26.80026186
15.01940755,25.89405952
15.01956049,25.01702258
14.43869896,24.31819043
13.83089885,23.63505188
13.35007731,22.83344807
12.85447783,22.01074718
12.62159722,21.15166833
12.02375747,20.45087243
11.64126332,19.60962277
11.15791182,18.87580453
11.00298608,18.79369617
10.45060581,19.49160758
